userID,sessionID,sourceText,targetLang,translationMode,usageCount,lastTranslation,lastTranslatedAt
4,94b05579-31f4-4631-b2ea-beb634a1d5cd,Large,el,word,1,Μεγάλο,2026-05-08T13:31:37.919Z
4,94b05579-31f4-4631-b2ea-beb634a1d5cd,Use,el,word,1,Χρήση,2026-05-08T13:31:42.302Z
4,2a46f681-0599-44ba-ade2-a25b702bdaa5,warm,el,word,2,ζεστό,2026-05-08T13:35:48.609Z
4,2a46f681-0599-44ba-ade2-a25b702bdaa5,sunlight,el,word,7,ηλιακό φως,2026-05-08T13:37:00.584Z
4,2a46f681-0599-44ba-ade2-a25b702bdaa5,covered,el,word,1,κάλυψε,2026-05-08T13:34:19.422Z
4,2a46f681-0599-44ba-ade2-a25b702bdaa5,path.,el,word,2,μονοπάτι.,2026-05-08T13:35:50.156Z
4,2a46f681-0599-44ba-ade2-a25b702bdaa5,mapping.,el,word,1,χαρτογράφηση.,2026-05-08T13:34:21.474Z
4,2a46f681-0599-44ba-ade2-a25b702bdaa5,weight.,el,word,2,πάχος.,2026-05-08T13:34:44.813Z
4,2a46f681-0599-44ba-ade2-a25b702bdaa5,vertical,el,word,7,κάθετη,2026-05-08T13:37:45.829Z
4,2a46f681-0599-44ba-ade2-a25b702bdaa5,iixed,el,word,3,σταθερό,2026-05-08T13:37:12.334Z
4,2a46f681-0599-44ba-ade2-a25b702bdaa5,sizes,el,word,2,μεγέθη,2026-05-08T13:34:28.946Z
4,2a46f681-0599-44ba-ade2-a25b702bdaa5,verticai,el,word,1,κάθετη,2026-05-08T13:34:29.587Z
4,2a46f681-0599-44ba-ade2-a25b702bdaa5,check,el,word,1,έλεγχος,2026-05-08T13:34:30.301Z
4,2a46f681-0599-44ba-ade2-a25b702bdaa5,Larger,el,word,10,Μεγαλύτερη,2026-05-08T13:37:36.978Z
4,2a46f681-0599-44ba-ade2-a25b702bdaa5,line,el,word,9,γραμμή,2026-05-08T13:37:38.383Z
4,2a46f681-0599-44ba-ade2-a25b702bdaa5,text,el,word,12,κείμενο,2026-05-08T13:37:47.973Z
4,2a46f681-0599-44ba-ade2-a25b702bdaa5,checks,el,word,2,έλεγχοι,2026-05-08T13:34:45.167Z
4,2a46f681-0599-44ba-ade2-a25b702bdaa5,tests,el,word,4,δοκιμές,2026-05-08T13:34:40.834Z
4,2a46f681-0599-44ba-ade2-a25b702bdaa5,fixation,el,word,5,σταθεροποίηση,2026-05-08T13:37:46.680Z
4,2a46f681-0599-44ba-ade2-a25b702bdaa5,Bold,el,word,3,Έντονο,2026-05-08T13:37:11.421Z
4,2a46f681-0599-44ba-ade2-a25b702bdaa5,font,el,word,1,γραμματοσειρά,2026-05-08T13:34:41.456Z
4,2a46f681-0599-44ba-ade2-a25b702bdaa5,Final,el,word,1,Τελικό,2026-05-08T13:34:45.157Z
4,2a46f681-0599-44ba-ade2-a25b702bdaa5,smiled,el,word,1,χαμογέλασε,2026-05-08T13:34:45.166Z
4,2a46f681-0599-44ba-ade2-a25b702bdaa5,Use,el,word,1,Χρήση,2026-05-08T13:34:46.302Z
4,2a46f681-0599-44ba-ade2-a25b702bdaa5,block,el,word,1,μπλοκ,2026-05-08T13:34:47.368Z
4,2a46f681-0599-44ba-ade2-a25b702bdaa5,horizontal,el,word,1,οριζόντια,2026-05-08T13:34:50.998Z
4,2a46f681-0599-44ba-ade2-a25b702bdaa5,traveller,el,word,5,ταξιδιώτης,2026-05-08T13:36:13.656Z
4,2a46f681-0599-44ba-ade2-a25b702bdaa5,pulled,el,word,5,τράβηξε,2026-05-08T13:38:01.008Z
4,2a46f681-0599-44ba-ade2-a25b702bdaa5,left-edge,el,word,5,αριστερό άκρο,2026-05-08T13:37:39.892Z
4,2a46f681-0599-44ba-ade2-a25b702bdaa5,accuracy.,el,word,4,ακρίβεια.,2026-05-08T13:37:21.648Z
4,2a46f681-0599-44ba-ade2-a25b702bdaa5,reveal,el,word,5,αποκαλύπτουν,2026-05-08T13:37:49.206Z
4,2a46f681-0599-44ba-ade2-a25b702bdaa5,alignment.,el,word,3,ευθυγράμμιση.,2026-05-08T13:37:20.969Z
4,2a46f681-0599-44ba-ade2-a25b702bdaa5,pushed,el,word,2,έσπρωξε,2026-05-08T13:37:00.498Z
4,2a46f681-0599-44ba-ade2-a25b702bdaa5,tighter,el,word,4,πιο στενή,2026-05-08T13:37:03.271Z
4,2a46f681-0599-44ba-ade2-a25b702bdaa5,Soon,el,word,1,Σύντομα,2026-05-08T13:35:53.929Z
4,2a46f681-0599-44ba-ade2-a25b702bdaa5,wind,el,word,7,άνεμος,2026-05-08T13:36:18.291Z
4,2a46f681-0599-44ba-ade2-a25b702bdaa5,tried,el,word,4,προσπάθησε,2026-05-08T13:38:00.968Z
4,2a46f681-0599-44ba-ade2-a25b702bdaa5,cloak,el,word,1,μανδύας,2026-05-08T13:36:10.265Z
4,2a46f681-0599-44ba-ade2-a25b702bdaa5,sun,el,word,1,ήλιος,2026-05-08T13:36:12.360Z
4,2a46f681-0599-44ba-ade2-a25b702bdaa5,protect,el,word,2,προστατεύω,2026-05-08T13:36:12.493Z
4,2a46f681-0599-44ba-ade2-a25b702bdaa5,stronger,el,word,2,πιο δυνατή,2026-05-08T13:36:12.845Z
4,2a46f681-0599-44ba-ade2-a25b702bdaa5,Medium,el,word,5,Μεσαίο,2026-05-08T13:36:18.616Z
4,2a46f681-0599-44ba-ade2-a25b702bdaa5,contest,el,word,2,διαγωνισμός,2026-05-08T13:36:17.146Z
4,2a46f681-0599-44ba-ade2-a25b702bdaa5,Times,el,word,3,Times,2026-05-08T13:38:00.889Z
4,2a46f681-0599-44ba-ade2-a25b702bdaa5,across,el,word,3,απέναντι,2026-05-08T13:37:01.846Z
4,2a46f681-0599-44ba-ade2-a25b702bdaa5,spacing,el,word,4,διάστιχο,2026-05-08T13:37:04.017Z
4,2a46f681-0599-44ba-ade2-a25b702bdaa5,open,el,word,5,ανοιχτό,2026-05-08T13:38:04.777Z
4,2a46f681-0599-44ba-ade2-a25b702bdaa5,field.,el,word,3,πεδίο.,2026-05-08T13:38:06.950Z
4,2a46f681-0599-44ba-ade2-a25b702bdaa5,fabric,el,word,1,ύφασμα,2026-05-08T13:37:00.511Z
4,2a46f681-0599-44ba-ade2-a25b702bdaa5,Short,el,word,1,Μικρή,2026-05-08T13:37:12.311Z
4,2a46f681-0599-44ba-ade2-a25b702bdaa5,noise.,el,word,1,θόρυβο.,2026-05-08T13:37:35.010Z
4,2a46f681-0599-44ba-ade2-a25b702bdaa5,Courier,el,word,1,Courier,2026-05-08T13:37:53.728Z
4,2a46f681-0599-44ba-ade2-a25b702bdaa5,changed,el,word,2,άλλαξε,2026-05-08T13:38:01.110Z
4,0bd62203-b691-43c0-a28b-bde657f24316,badly,el,word,1,πολύ,2026-05-08T13:38:54.051Z
4,0bd62203-b691-43c0-a28b-bde657f24316,think,el,word,4,σκέφτομαι,2026-05-08T13:38:58.632Z
4,0bd62203-b691-43c0-a28b-bde657f24316,ecosystem,el,word,2,οικοσύστημα,2026-05-08T13:39:10.720Z
4,0bd62203-b691-43c0-a28b-bde657f24316,humans.,el,word,1,τους ανθρώπους.,2026-05-08T13:39:13.826Z
4,0bd62203-b691-43c0-a28b-bde657f24316,"Unfortunately,",el,word,1,"Δυστυχώς,",2026-05-08T13:39:15.243Z
4,0bd62203-b691-43c0-a28b-bde657f24316,researchers,el,word,4,οι ερευνητές,2026-05-08T13:42:35.244Z
4,0bd62203-b691-43c0-a28b-bde657f24316,scientific,el,word,1,επιστημονικός,2026-05-08T13:39:22.468Z
4,0bd62203-b691-43c0-a28b-bde657f24316,frighteningly,el,word,1,τρομακτικά,2026-05-08T13:39:36.615Z
4,0bd62203-b691-43c0-a28b-bde657f24316,disappear,el,word,1,εξαφανίζονται,2026-05-08T13:39:41.012Z
4,0bd62203-b691-43c0-a28b-bde657f24316,"bees,",el,word,3,"μέλισσες,",2026-05-08T13:40:08.445Z
4,0bd62203-b691-43c0-a28b-bde657f24316,"crops,",el,word,1,"καλλιέργειες,",2026-05-08T13:40:01.293Z
4,0bd62203-b691-43c0-a28b-bde657f24316,instance,el,word,2,παράδειγμα,2026-05-08T13:40:04.044Z
4,0bd62203-b691-43c0-a28b-bde657f24316,essential,el,word,1,απαραίτητες,2026-05-08T13:40:03.842Z
4,0bd62203-b691-43c0-a28b-bde657f24316,Bees,el,word,1,Μέλισσες,2026-05-08T13:40:08.151Z
4,0bd62203-b691-43c0-a28b-bde657f24316,something,el,word,1,κάτι,2026-05-08T13:40:18.680Z
4,0bd62203-b691-43c0-a28b-bde657f24316,Colony,el,word,1,Αποικία,2026-05-08T13:40:20.454Z
4,0bd62203-b691-43c0-a28b-bde657f24316,Collapse,el,word,1,Κατάρρευση,2026-05-08T13:40:21.027Z
4,0bd62203-b691-43c0-a28b-bde657f24316,colonies,el,word,1,αποικίες,2026-05-08T13:40:26.161Z
4,0bd62203-b691-43c0-a28b-bde657f24316,variety,el,word,1,ποικιλία,2026-05-08T13:40:28.867Z
4,0bd62203-b691-43c0-a28b-bde657f24316,"pesticides,",el,word,1,"φυτοφάρμακα,",2026-05-08T13:40:32.667Z
4,0bd62203-b691-43c0-a28b-bde657f24316,"disease,",el,word,1,"ασθένειες,",2026-05-08T13:40:33.231Z
4,0bd62203-b691-43c0-a28b-bde657f24316,honeybees,el,word,1,μέλισσες,2026-05-08T13:40:45.551Z
4,0bd62203-b691-43c0-a28b-bde657f24316,ReadWorks’,el,word,1,ReadWorks’,2026-05-08T13:40:49.374Z
4,0bd62203-b691-43c0-a28b-bde657f24316,disappearance,el,word,1,εξαφάνιση,2026-05-08T13:41:07.571Z
4,0bd62203-b691-43c0-a28b-bde657f24316,Academy,el,word,1,Ακαδημία,2026-05-08T13:41:11.102Z
4,0bd62203-b691-43c0-a28b-bde657f24316,difficulties,el,word,1,δυσκολίες,2026-05-08T13:41:13.154Z
4,0bd62203-b691-43c0-a28b-bde657f24316,reproducing,el,word,1,αναπαραγωγή,2026-05-08T13:41:15.202Z
4,0bd62203-b691-43c0-a28b-bde657f24316,certain,el,word,1,ορισμένα,2026-05-08T13:41:22.344Z
4,0bd62203-b691-43c0-a28b-bde657f24316,extinction.,el,word,1,εξαφάνιση.,2026-05-08T13:41:24.287Z
4,0bd62203-b691-43c0-a28b-bde657f24316,bumblebee,el,word,4,μελισσών,2026-05-08T13:42:04.148Z
4,0bd62203-b691-43c0-a28b-bde657f24316,"reproduction,",el,word,1,"αναπαραγωγή,",2026-05-08T13:41:37.250Z
4,0bd62203-b691-43c0-a28b-bde657f24316,"scientists,",el,word,1,"επιστήμονες,",2026-05-08T13:41:38.607Z
4,0bd62203-b691-43c0-a28b-bde657f24316,particular,el,word,2,συγκεκριμένης,2026-05-08T13:42:54.397Z
4,0bd62203-b691-43c0-a28b-bde657f24316,completely,el,word,1,εντελώς,2026-05-08T13:41:47.754Z
4,0bd62203-b691-43c0-a28b-bde657f24316,pollinating,el,word,1,επικονίαση,2026-05-08T13:41:49.138Z
4,0bd62203-b691-43c0-a28b-bde657f24316,species-other,el,word,2,είδη - άλλα,2026-05-08T13:42:32.257Z
4,0bd62203-b691-43c0-a28b-bde657f24316,effects.,el,word,1,επιπτώσεις.,2026-05-08T13:42:23.822Z
4,0bd62203-b691-43c0-a28b-bde657f24316,larkspurs-to,el,word,2,λαρκσπούρ-για,2026-05-08T13:42:33.207Z
4,0bd62203-b691-43c0-a28b-bde657f24316,"larkspur,",el,word,1,"λαρκσπούρ,",2026-05-08T13:42:26.071Z
4,0bd62203-b691-43c0-a28b-bde657f24316,"wildflower,",el,word,1,"αγριολούλουδο,",2026-05-08T13:42:27.651Z
4,0bd62203-b691-43c0-a28b-bde657f24316,pollination,el,word,1,επικονίαση,2026-05-08T13:42:29.596Z
4,0bd62203-b691-43c0-a28b-bde657f24316,survive.,el,word,1,επιβιώσει.,2026-05-08T13:42:34.016Z
4,0bd62203-b691-43c0-a28b-bde657f24316,"bumblebees,",el,word,1,"μελισσών,",2026-05-08T13:42:37.215Z
4,0bd62203-b691-43c0-a28b-bde657f24316,remaining,el,word,1,παραμένοντας,2026-05-08T13:42:38.431Z
4,0bd62203-b691-43c0-a28b-bde657f24316,importance,el,word,2,σημασία,2026-05-08T13:42:43.534Z
4,0bd62203-b691-43c0-a28b-bde657f24316,"biodiversity,",el,word,2,"βιοποικιλότητα,",2026-05-08T13:42:55.092Z
4,0bd62203-b691-43c0-a28b-bde657f24316,study,el,word,1,μελέτη,2026-05-08T13:42:54.939Z
4,0bd62203-b691-43c0-a28b-bde657f24316,effects,el,word,2,αποτελέσματα,2026-05-08T13:43:15.973Z
4,0bd62203-b691-43c0-a28b-bde657f24316,larkspur,el,word,1,λαρκσπούρ,2026-05-08T13:43:14.073Z
4,0bd62203-b691-43c0-a28b-bde657f24316,much,el,word,1,πολύ,2026-05-08T13:43:17.018Z
4,0bd62203-b691-43c0-a28b-bde657f24316,organizations,el,word,1,οργανισμοί,2026-05-08T13:43:34.089Z
4,0bd62203-b691-43c0-a28b-bde657f24316,enhancement...targeted,el,word,1,βελτίωση... στοχευμένη,2026-05-08T13:43:40.275Z
4,0bd62203-b691-43c0-a28b-bde657f24316,collectively,el,word,1,συλλογικά,2026-05-08T13:43:53.741Z
4,0bd62203-b691-43c0-a28b-bde657f24316,"colonies.""",el,word,1,αποικίες.»,2026-05-08T13:43:57.648Z
4,5642e2ed-b46c-475c-a3d3-e8817fc1a4ad,nose,el,word,1,μύτη,2026-05-08T13:50:54.961Z
4,5642e2ed-b46c-475c-a3d3-e8817fc1a4ad,commemorate,el,word,1,επισημάνει,2026-05-08T13:51:00.689Z
4,5642e2ed-b46c-475c-a3d3-e8817fc1a4ad,Navy,el,word,1,Ναυτικό,2026-05-08T13:51:13.896Z
4,5642e2ed-b46c-475c-a3d3-e8817fc1a4ad,ultimate,el,word,1,τελική,2026-05-08T13:51:19.026Z
4,5642e2ed-b46c-475c-a3d3-e8817fc1a4ad,support,el,word,2,υποστήριξη,2026-05-08T13:51:55.081Z
4,5642e2ed-b46c-475c-a3d3-e8817fc1a4ad,victory,el,word,1,νίκη,2026-05-08T13:51:23.656Z
4,5642e2ed-b46c-475c-a3d3-e8817fc1a4ad,World,el,word,1,Κόσμος,2026-05-08T13:51:25.680Z
4,5642e2ed-b46c-475c-a3d3-e8817fc1a4ad,creating,el,word,1,δημιουργία,2026-05-08T13:51:26.217Z
4,5642e2ed-b46c-475c-a3d3-e8817fc1a4ad,overwhelming,el,word,1,συντριπτική,2026-05-08T13:51:27.986Z
4,5642e2ed-b46c-475c-a3d3-e8817fc1a4ad,morale-boosting,el,word,2,που ενίσχυαν το ηθικό,2026-05-08T13:51:32.132Z
4,5642e2ed-b46c-475c-a3d3-e8817fc1a4ad,much,el,word,1,πολύ,2026-05-08T13:51:31.786Z
4,5642e2ed-b46c-475c-a3d3-e8817fc1a4ad,made,el,word,1,δημιούργησε,2026-05-08T13:51:41.204Z
4,5642e2ed-b46c-475c-a3d3-e8817fc1a4ad,"Morgenthau,",el,word,1,"Μόργκενταου,",2026-05-08T13:51:53.694Z
4,5642e2ed-b46c-475c-a3d3-e8817fc1a4ad,Navy's,el,word,1,του Πολεμικού Ναυτικού,2026-05-08T13:51:59.291Z
4,5642e2ed-b46c-475c-a3d3-e8817fc1a4ad,"produced,",el,word,1,"παρήγαγαν,",2026-05-08T13:52:09.563Z
4,5642e2ed-b46c-475c-a3d3-e8817fc1a4ad,"months,",el,word,1,"μήνες,",2026-05-08T13:52:14.313Z
4,5642e2ed-b46c-475c-a3d3-e8817fc1a4ad,navigation,el,word,1,πλοήγηση,2026-05-08T13:52:15.151Z
4,5642e2ed-b46c-475c-a3d3-e8817fc1a4ad,animated,el,word,1,κινούμενοι,2026-05-08T13:52:19.170Z
4,5642e2ed-b46c-475c-a3d3-e8817fc1a4ad,importance,el,word,1,σημασία,2026-05-08T13:52:56.040Z
4,5642e2ed-b46c-475c-a3d3-e8817fc1a4ad,Studios,el,word,1,Studios,2026-05-08T13:53:21.467Z
4,5642e2ed-b46c-475c-a3d3-e8817fc1a4ad,embellished,el,word,1,διακόσμησε,2026-05-08T13:53:31.228Z
4,5642e2ed-b46c-475c-a3d3-e8817fc1a4ad,esprit-de-corps.,el,word,1,το ομαδικό πνεύμα.,2026-05-08T13:53:41.008Z
4,5642e2ed-b46c-475c-a3d3-e8817fc1a4ad,"surprising,",el,word,1,"εκπληκτικό,",2026-05-08T13:53:45.704Z
4,5642e2ed-b46c-475c-a3d3-e8817fc1a4ad,"""mosquito",el,word,1,«mosquito,2026-05-08T13:53:54.831Z
4,5642e2ed-b46c-475c-a3d3-e8817fc1a4ad,"organization,",el,word,2,"οργανισμός,",2026-05-08T13:53:54.985Z
4,5642e2ed-b46c-475c-a3d3-e8817fc1a4ad,"response,",el,word,1,"απάντηση,",2026-05-08T13:54:03.473Z
4,5642e2ed-b46c-475c-a3d3-e8817fc1a4ad,charging,el,word,1,χρέωση,2026-05-08T13:54:34.540Z
4,5642e2ed-b46c-475c-a3d3-e8817fc1a4ad,manuscripts,el,word,1,χειρόγραφα,2026-05-08T13:54:36.290Z
4,72141b51-488f-4930-aa5c-926c7d9047d0,Hal,el,word,1,Χαλ,2026-05-08T14:12:55.500Z
4,72141b51-488f-4930-aa5c-926c7d9047d0,commemorate,el,word,1,επισημάνει,2026-05-08T14:12:58.153Z
4,72141b51-488f-4930-aa5c-926c7d9047d0,bomber,el,word,1,βομβαρδιστικό,2026-05-08T14:12:58.672Z
4,7966b9ae-bfc9-4990-a38f-de693feaaed2,tactics.,el,word,1,τακτικές.,2026-05-08T14:13:03.357Z
4,7966b9ae-bfc9-4990-a38f-de693feaaed2,effort.,el,word,1,προσπάθεια.,2026-05-08T14:13:03.615Z
4,7966b9ae-bfc9-4990-a38f-de693feaaed2,flight,el,word,2,πτήσης,2026-05-08T14:13:03.719Z
4,7966b9ae-bfc9-4990-a38f-de693feaaed2,Disney,el,word,2,Disney,2026-05-08T14:15:20.398Z
4,7966b9ae-bfc9-4990-a38f-de693feaaed2,support,el,word,5,υποστήριξη,2026-05-08T14:15:47.037Z
4,7966b9ae-bfc9-4990-a38f-de693feaaed2,"Meanwhile,",el,word,3,"Εν τω μεταξύ,",2026-05-08T14:13:59.781Z
4,7966b9ae-bfc9-4990-a38f-de693feaaed2,Front.,el,word,3,Μέτωπο.,2026-05-08T14:13:59.117Z
4,7966b9ae-bfc9-4990-a38f-de693feaaed2,Contributing,el,word,14,Συνεισφέροντας,2026-05-08T14:16:21.218Z
4,7966b9ae-bfc9-4990-a38f-de693feaaed2,morale-boosting,el,word,9,που ενίσχυαν το ηθικό,2026-05-08T14:16:17.533Z
4,7966b9ae-bfc9-4990-a38f-de693feaaed2,esprit-de-corps.,el,word,2,το ομαδικό πνεύμα.,2026-05-08T14:13:22.359Z
4,7966b9ae-bfc9-4990-a38f-de693feaaed2,figures.,el,word,2,χαρακτήρες.,2026-05-08T14:13:35.079Z
4,7966b9ae-bfc9-4990-a38f-de693feaaed2,insignia,el,word,1,διακριτικά,2026-05-08T14:13:27.352Z
4,7966b9ae-bfc9-4990-a38f-de693feaaed2,drawings,el,word,1,σχέδια,2026-05-08T14:13:30.263Z
4,7966b9ae-bfc9-4990-a38f-de693feaaed2,design,el,word,3,σχεδιασμός,2026-05-08T14:13:42.104Z
4,7966b9ae-bfc9-4990-a38f-de693feaaed2,"driver,",el,word,1,"οδηγός,",2026-05-08T14:13:35.822Z
4,7966b9ae-bfc9-4990-a38f-de693feaaed2,emblem,el,word,1,έμβλημα,2026-05-08T14:13:40.320Z
4,7966b9ae-bfc9-4990-a38f-de693feaaed2,"jackets,",el,word,2,"τζάκετ,",2026-05-08T14:15:34.000Z
4,7966b9ae-bfc9-4990-a38f-de693feaaed2,Axis,el,word,8,Άξονας,2026-05-08T14:16:20.896Z
4,7966b9ae-bfc9-4990-a38f-de693feaaed2,Powers,el,word,1,Δυνάμεις,2026-05-08T14:14:44.862Z
4,7966b9ae-bfc9-4990-a38f-de693feaaed2,much,el,word,1,πολύ,2026-05-08T14:14:45.534Z
4,7966b9ae-bfc9-4990-a38f-de693feaaed2,military,el,word,7,στρατιωτικός,2026-05-08T14:16:17.659Z
4,7966b9ae-bfc9-4990-a38f-de693feaaed2,Aviation,el,word,1,Αεροπορία,2026-05-08T14:15:06.004Z
4,7966b9ae-bfc9-4990-a38f-de693feaaed2,photo.,el,word,1,φωτογραφία.,2026-05-08T14:15:06.871Z
4,7966b9ae-bfc9-4990-a38f-de693feaaed2,Navy,el,word,1,Ναυτικό,2026-05-08T14:15:07.237Z
4,7966b9ae-bfc9-4990-a38f-de693feaaed2,started,el,word,1,ξεκίνησε,2026-05-08T14:15:07.716Z
4,7966b9ae-bfc9-4990-a38f-de693feaaed2,government.,el,word,3,κυβέρνηση.,2026-05-08T14:15:17.962Z
4,7966b9ae-bfc9-4990-a38f-de693feaaed2,"trucks,",el,word,1,"φορτηγά,",2026-05-08T14:15:21.015Z
4,7966b9ae-bfc9-4990-a38f-de693feaaed2,unwavering,el,word,3,ακλόνητη,2026-05-08T14:15:32.601Z
4,7966b9ae-bfc9-4990-a38f-de693feaaed2,Disney-designed,el,word,1,σχεδιασμένα από τη Disney,2026-05-08T14:15:24.043Z
4,7966b9ae-bfc9-4990-a38f-de693feaaed2,maintaining,el,word,1,διατήρηση,2026-05-08T14:15:24.570Z
4,7966b9ae-bfc9-4990-a38f-de693feaaed2,overwhelming,el,word,2,συντριπτική,2026-05-08T14:15:31.647Z
4,7966b9ae-bfc9-4990-a38f-de693feaaed2,Home,el,word,1,Αρχική,2026-05-08T14:15:31.122Z
4,7966b9ae-bfc9-4990-a38f-de693feaaed2,equipment,el,word,1,εξοπλισμός,2026-05-08T14:15:35.387Z
4,7966b9ae-bfc9-4990-a38f-de693feaaed2,commemorate,el,word,4,επισημάνει,2026-05-08T14:16:25.523Z
4,7966b9ae-bfc9-4990-a38f-de693feaaed2,America's,el,word,1,Η Αμερική,2026-05-08T14:15:47.467Z
4,7966b9ae-bfc9-4990-a38f-de693feaaed2,naval,el,word,1,ναυτική,2026-05-08T14:15:50.629Z
4,7966b9ae-bfc9-4990-a38f-de693feaaed2,professional,el,word,4,επαγγελματίας,2026-05-08T14:16:26.499Z
4,7966b9ae-bfc9-4990-a38f-de693feaaed2,bomber,el,word,3,βομβαρδιστικό,2026-05-08T14:16:26.389Z
4,7966b9ae-bfc9-4990-a38f-de693feaaed2,Ruptured,el,word,2,Ruptured,2026-05-08T14:16:29.636Z
4,7966b9ae-bfc9-4990-a38f-de693feaaed2,ensuring,el,word,1,εξασφαλίζοντας,2026-05-08T14:16:02.551Z
4,7966b9ae-bfc9-4990-a38f-de693feaaed2,American,el,word,1,Αμερικανική,2026-05-08T14:16:06.734Z
4,7966b9ae-bfc9-4990-a38f-de693feaaed2,"Island,",el,word,1,"Νησί,",2026-05-08T14:16:22.999Z
4,7966b9ae-bfc9-4990-a38f-de693feaaed2,"Hawaii,",el,word,1,"Χαβάη,",2026-05-08T14:16:23.671Z
4,7966b9ae-bfc9-4990-a38f-de693feaaed2,"Duck""",el,word,1,"Duck""",2026-05-08T14:16:30.252Z
4,7966b9ae-bfc9-4990-a38f-de693feaaed2,retired,el,word,1,συνταξιούχος,2026-05-08T14:16:32.116Z
4,7966b9ae-bfc9-4990-a38f-de693feaaed2,factor,el,word,1,παράγοντας,2026-05-08T14:16:34.076Z
4,7966b9ae-bfc9-4990-a38f-de693feaaed2,Army,el,word,1,Στρατός,2026-05-08T14:16:38.218Z
4,7966b9ae-bfc9-4990-a38f-de693feaaed2,navigation,el,word,1,πλοήγηση,2026-05-08T14:16:38.271Z
4,7966b9ae-bfc9-4990-a38f-de693feaaed2,Contributing much to creating and maintaining that Home Front support were Walt Disney films.,el,sentence,1,Σημαντικό ρόλο στη δημιουργία και τη διατήρηση αυτής της υποστήριξης από το εσωτερικό έπαιξαν οι ταινίες του Γουόλτ Ντίσνεϊ.,2026-05-08T14:17:08.856Z
4,7966b9ae-bfc9-4990-a38f-de693feaaed2,An important factor ensuring America's ultimate victory over the Axis Powers in World War II was the overwhelming and unwavering support of the Home Front.,el,sentence,4,Ένας σημαντικός παράγοντας που εξασφάλισε την τελική νίκη των Ηνωμένων Πολιτειών επί των δυνάμεων του Άξονα στον Β΄ Παγκόσμιο Πόλεμο ήταν η συντριπτική και αταλάντευτη υποστήριξη του εσωτερικού μετώπου.,2026-05-08T14:17:24.429Z
5,2505b0a5-9e57-4fb9-8b9c-04f11a556d05,"chair,",el,word,1,"καρέκλα,",2026-05-18T10:05:00.340Z
5,2505b0a5-9e57-4fb9-8b9c-04f11a556d05,adjusted,el,word,2,ρύθμισε,2026-05-18T10:05:01.896Z
5,2505b0a5-9e57-4fb9-8b9c-04f11a556d05,looked,el,word,1,κοίταξε,2026-05-18T10:05:00.902Z
5,2505b0a5-9e57-4fb9-8b9c-04f11a556d05,university,el,word,1,πανεπιστήμιο,2026-05-18T10:05:00.917Z
5,2505b0a5-9e57-4fb9-8b9c-04f11a556d05,"naturally,",el,word,3,"φυσικά,",2026-05-18T10:05:12.259Z
5,2505b0a5-9e57-4fb9-8b9c-04f11a556d05,read,el,word,2,να διαβάζεις,2026-05-18T10:05:16.935Z
5,2505b0a5-9e57-4fb9-8b9c-04f11a556d05,goal,el,word,2,στόχος,2026-05-18T10:05:14.317Z
5,2505b0a5-9e57-4fb9-8b9c-04f11a556d05,front,el,word,1,μπροστά,2026-05-18T10:05:22.778Z
5,0bfe49ce-f7b4-47a1-b011-6707490b9bc6,front,el,word,3,μπροστά,2026-05-18T10:05:48.912Z
